SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
REL,1224,113,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,REL 113 - ISLAM AND ISLAMIC THOUGHT,Course examining Islam and some of the intellectual traditions that have flourished in conjunction with it.  Students will study the historical origins and essential teachings of this religion and explore some of the literary and philosophical traditions that developed from or in close connection with Islam.,1,,Spring
REL,1224,121,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,REL 121 - MODERN JUDAISM,"Course examining the fundamentals, history and development of the Jewish faith and way of life.  Students will study the Jewish historical experience and the evolving theological responses to that experience from 1492 to the present.",1,,Spring
REL,1224,373,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,World Views & Ways of Knowing,,REL 373 - WOMEN & SPIRITUALITY: THE FEMININE DIVINE,"This course focuses on the intersections of feminism and spirituality, examines the experiences of women in a variety of spiritual traditions, and examines how worldview is shaped by historical context. The question of how feminists connect to, critique, transform, and remember spiritual experiences will be considered. The course explores several aspects of spirituality including language, ritual, and creativity; it also considers what happens when feminists alter, shape, retell and interpret rituals and traditions.",1,,Occasionally
SED,1224,224,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SED 224 - ADOLESCENT LEARNING &DEVELOPMENT,"This course is designed for prospective secondary education teachers (serving grades 6-12/serving schools that are departmentalized). It focuses on adolescent learning and development using diverse frameworks: theoretical, empirical and practice/policy. It requires prospective teachers to: (a) know and understand the students they propose to teach in addition to understanding their own development and the contexts of that development; (b) develop high levels of competencies related to the application and use of the tools and products of the science of development, specifically, reflection, research and inquiry; and (c) cultivate in self and exercise leadership and advocacy for youth through participation in a thirty (30) hour structured field experience.  This course is only offered to students who have attained sophomore status.",1,"PRE EDU 096 & Reserved for Sophomores & Juniors, and  Freshmen who are in the 5year Special Ed Secondary ed majors, or by permission of instructor. [RQ#6374]",Fall and Spring
SED,1224,498,UGRD,Writing Intensive,,,Writing Intensive,SED 498 - COLLABABORATIVE CAPSTONE FOR PROFESSIONAL INQUIRY,"This course is designed to promote professional development, problem solving skills, and best practices during student teaching. Through guided discussion, students analyze instruction, classroom management and bureaucratic problems they encounter in their field placement. In addition, students continue to hone the instructional and assessment skills they developed in their junior year. Completion of an inquiry project that assesses the effectiveness of their teaching on student learning and presentation of the electronic portfolio are the culminating assignments of this course and of the secondary education program. This course is taken concurrently with student teaching. Students must have a minimum GPA of 2.75 to student teach, have earned a minimum grade C+ in SED 224 and EFN 299 and a B in SED 399. Students must earn a grade of B in this course to meet program requirements.",1,"Student teaching is a co-requisite, and SED 224 & EFN 299, both with a grade of C+ or better, and SED 399 with a grade of B or better, and a GPA of 2.75 or better, are prerequisites.  [RQ#5940]",Fall and Spring
SLP,1224,320,UGRD,Writing Intensive,,,Writing Intensive,SLP 320 - SPEECH AND HEARING SCIENCES,"This course explores speech science theory, and measurement. Students will study the physics and psychology of human speech production and perception including the basic anatomy and physiology of the speech mechanism, the fundamental concepts in acoustics, the basic tenets of speech perception and production theory, and the use of acoustic analysis of speech using computer programs in clinical scenarios.",1,SLP 102 and SLP 108 and SLP 205 and SLP 304 are prerequistes. [RQ#6128],Spring
SLP,1224,410,UGRD,Writing Intensive,,,Writing Intensive,SLP 410 - FEEDING AND SWALLOWING DISORDERS,"This course is an introduction to the clinical process of assessing and treating normal and disordered feeding and swallowing in adults and children. Students will develop a solid understanding of the anatomy and physiology of feeding and swallowing, disorders of feeding and swallowing, and methods of evaluation, treatment, and documentation.",1,PRE SLP 108.  [RQ#6129],Spring
SPA,1224,211,UGRD,Writing Intensive,,,Writing Intensive,SPA 211 - INTERMEDIATE WRITING PROFICIENY,"This course focuses on the development of students' written skills in Spanish. Grammar will be reviewed in order to provide the tools for more sophisticated written expression.  Assignments will include journals, essays, autobiographical papers, and creative pieces.  Students will also utilize the World Wide Web to correspond in written Spanish and to summarize and analyze current events news found at numerous sites.",1,SPA203 or SPA210 are a prerequisite or corequisite. [RQ5031],Fall and Spring
SPA,1224,241,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Global,"Literary, Visual & Performing Arts",Writing Intensive,SPA 241 - INTRO TO LIT IN SPANISH,Selected readings from the literary traditions of Spain and Latin America. Progressive development of reading and literary skills in Spanish.  Seminar format emphasizes oral and written expression.  Fundamental approaches to literary interpretation will be introduced.,1,"PRE SPA 203 or SPA 210, & SPA 211 are prerequisites (Priority given to majors). [RQ5360]",Occasionally
SPE,1224,103,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SPE 103 - SOCIAL & LEGAL FOUNDAT SPEC EDUC,"Introduces students to interdisciplinary analyses of special education in American schools.  Students review critical issues facing schools by applying analytic principles drawn from history, philosophy, and legal/social theory in order to form an initial, professional position.  They will develop a framework for understanding how they, as individuals, can contribute to enhancing educational environments for students with disabilities.",1,,Fall and Spring
SPE,1224,203,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,SPE 203 - PSYCH DEVELOP OF CHILD & ADOLESC,"This course will focus on theories of intelligence, learning, motivation, and development from birth through early adulthoood.  It will also introduce some basic assessment concepts.  It will use normative functioning in these areas as a foil from which to study atypical functioning.  Within the program of study, this course will lay the foundation for defining difference.  As such, it is a primary foundational course for future special educators.",1,,Fall and Spring
SPE,1224,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,VPA for School of Education,,SPE 340 - EDUCATIONAL EQUITY & SOCIAL JUSTICE,"This course will utilize documentary films to understand the concepts of intersectionality, structural justice, and social change as they pertain to schooling in the United States. Student will move beyond a survey-model of diversity (e.g.""isms"", one-dimensional identity categories) to understand how perceptions of difference are situated within larger societal norms.This course uses the narratives of documentary films to facilitate participants' analysis of their own location(s) within various social institutions and a deeper understanding of educational policy and practice. Students will create their own short documentary film that demonstrates their analysis of key content from this course.",1,,"Fall, Spring and Summer"
STA,1224,115,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 115 - STATISTICS,"Introduction to descriptive statistics and statistical inference. Topics include: measures of location and variability, graphical displays, probability, normal distribution, sampling, estimation and hypothesis testing. STA 115 cannot be taken if STA 215 has already been successfully taken.",1,STA 115 cannot be taken if STA 215 has already been successfully taken. [RQ#5706],Fall and Spring
STA,1224,215,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 215 - STATISTICAL INFERENCE AND PROBABILITY,"A comprehensive introduction to descriptive statistics and the essential ideas of probability.  Students will study foundations of classical parametric inference: point estimation, confidence intervals, hypothesis testing and common statistical techniques including simple regression and correlation. Examples will be drawn from a variety of social and natural sciences.",1,MAT 125 or MAT 127 are a Prerequisite or a Corequisite.[RQ772],Fall and Spring
STA,1224,404,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,STA 404 - COMPUTATIONAL AND BAYESIAN STATISTICS,"An introduction to computational and Bayesian statistics. Topics include Bayesian computational methods, including the effect of prior knowledge in estimation and setting of confidence intervals, and the impact of computational methods on non-Bayesian methods. Methods covered include bootstrapping, permutation tests, expectation-maximization, Monte Carlo sampling, and Markov chain Monte Carlo methods. Substantial statistical programming will be involved.",1,"STA 305, MAT 205 and (CRI 215 or CSC 230 or CSC 250) are prerequisites.  [RQ#6191]",Spring
TED,1224,460,UGRD,Writing Intensive,,,Writing Intensive,TED 460 - INTEGRATIVE STEM FOR YOUNG LEARNERS,"This course is an introduction to research and contemporary issues concerning the national focus on STEM literacy. The course will deal with concepts of design-based inquiry, history, principles and processes of technology / engineering and the impact of STEM activity on the individual, society and the environment. The setting for the study of  STEM literacy and design-based inquiry will focus on the elementary school level but will include secondary experiences when necessary.",1,ETE 271 is a prerequisite and Junior standing or higher is required. (RQ#5784),Spring
TST,1224,161,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,TST 161 - CREATIVE DESIGN,"This is a foundational course that looks at the elements and principles of design as related to practical products, systems, and environments.  It introduces students to the creative process practiced by artists, designers, and engineers, valuable to them as both future producers and consumers. Content includes thinking, drawing, and modeling skills commonly used by designers; development of a design vocabulary; the nature and evolution of technological design; the impacts of design on the individual, society, and the environment; patents and intellectual property; human factors; team design; and appropriate technology, risk analysis, and futuring techniques. Design problems are presented within real-world contexts, using field trips and outside speakers.  Students complete a major design project, document their work through a design portfolio, and present their solutions before the class. Weekly critiques of class projects build fluency, confidence, and creativity.",1,,Fall and Spring
VPA,1224,101,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,VPA 101 - INTEGRATED VISUAL & PERFORM ARTS,"Arts, Creative Movement/Dance, Music, and Drama. Each three-week module will interpret the same literary work (e.g., a folk tale, an evocative piece of poetry, an imaginative short story, a humorous children's book) through a specific art form.  The first week of the course will be a common experience for each of the four sections, during which time students will analyze the chosen work of literature as a subject for a performance piece incorporating drama, dance, visual arts and music.  Students will develop a common vocabulary, an understanding of the historical and cultural contexts that influence the arts, and an appreciation for the creative process.  During the last week students will create a culminating performance to be presented to all 4 sections.  Students will be required to meet during their 4th hour each week to develop their culminating performance. Each module will be taught by a practicing artist and the four modules  offered each semester will be guided by an artistic director who will be one of the four instructors.",1,,Fall and Spring
VPA,1224,201,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,VPA 201 - DANCE AND MOVEMENT FUNDAMENTALS,"In this course, students experience dance as cultural, spiritual and aesthetic expression, and develop a sense of body awareness and alignment. Through active participation students explore fundamental movement principles of ballet, modern, and world dance techniques.  Participation in dance experiences during class time will develop the student¿s responsiveness to dance. No previous dance experience is required. Students are encouraged to wear comfortable athletic or dance attire to class.  As a two-credit course featuring new repertoire every semester, students may repeat this course once for credit for a total of four credits (one course unit). Taking the course twice is equivalent to one course unit in Literary, Visual and Performing Arts.",.5,,Fall and Spring
WGS,1224,150,UGRD,Liberal Learning Civic Resp.,Gender|Race & Ethnicity,,,WGS 150 - INTRODUCTION TO SOCIAL JUSTICE,"This introductory course examines how racism, classism, sexism, ableism and other patterns of inequality intersect, and thus create barriers to the realization of a more equal and just society. The course will begin with a theoretical examination of what we mean by justice, social justice and why these matter. Students will then examine the social constructions of gender, race, and sexuality and how they are shaped by particular contexts, times, and places. Using an intersectional framework, the course will then examine pressing current social justice issues such as poverty, race and incarceration, immigration, etc. and how the intersectionality of social identities and forces amplify the impact of these issues on oppressed populations. Students will examine strategies to create change, including organizing, campaigns, and advocacy.",1,,Occasionally
WGS,1224,170,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 170 - TOPICS IN WOMEN'S & GENDER STUDIES,Current or specialized topics proposed by faculty or students and approved by the department.  Appropriate for freshmen.,1,,Occasionally
WGS,1224,220,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,WGS 220 - GENDER AND POPULAR CULTURE,"A critical examination of the messages and ""knowledge"" that popular culture employs, disseminates and constructs about men and women, masculinity and femininity.  Takes its objects of study from a wide range of sources including advertisements, magazines, television, film, cyberspace, hip hop, and sports. Be ready to watch TV, go to the movies, and listen to music as a scholar of gender.",1,,Fall and Spring
WGS,1224,222,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Global,"Behavioral, Social or Cultural Perspectives",,WGS 222 - NON-VIOLENCE AND PEACE ACTION,"WGS 222 offers an overview of key areas of theory and practice in Peace and Justice Studies, a growing interdisciplinary field with applications from the local community to international relations. Aimed at achieving social transformation through active nonviolence, peace studies promotes in-depth understanding of structures that promote and perpetuate violence and offers methods for transforming the terms of conflict.",1,,Fall and Spring
WGS,1224,225,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Literary, Visual & Performing Arts",,WGS 225 - GENDER IN CHILDREN'S LITERATURE,"In this course, students will develop a critical appreciation of the roles of children's literature in the social construction of gender--not only how it prescribes or resists normative gender roles, but how it represents the subjective experience of growing up gendered.  With a grounding in gender theory and critical texts, students will explore the early beginnings of children's literature in collections of folklore and fairy tales, then move on to modern classics and contemporary favorites, limiting our scope to works for young children and pre-teens.",1,,Fall and Spring
WGS,1224,235,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 235 - GENDER AND VIOLENCE,"An exploration of the relationship between gender and violence.  The course is comprised of theoretical perspectives as well as the study of specific forms of violence.  Topics include:  domestic and intimate partner violence; sexual violence; child abuse; socially institutionalized forms of violence against women; attitudes and reactions to violence; national and global contexts of violence, and men and violence.",1,,Occasionally
WGS,1224,240,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 240 - INTRO TO GAY AND LESBIAN STUDIES,"Providing an introduction to a quickly evolving field of study, this course explores gay and lesbian identity, culture, and politics from many disciplinary points of view.  A single course might explore a wide range of subjects, such as Walt Whitman's poetry, the history of lesbian bar culture, the politics of gay marriage, visibility on TV, and Heather Has Two Mommies.",1,,Fall
WGS,1224,250,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 250 - POLITICS OF SEXUALITY,"The political nature of personal life is a central critical concept of Women's, Gender, and Sexuality Studies.  Politics of Sexuality introduces students to implications of this concept through the study of sexuality and the politics and policies that impact it, such as the fluidity of gender identity and sexual orientation; the weaponization of female sexuality; consent and sexual autonomy; reproductive and sexual health access; marriage and family law.  Students learn how social norms, political currents, economic practices, and state policies construct their lived realities, and explore how sexuality is a rapidly evolving intersection of public policy, cultural biases and government.",1,,Fall and Spring
WGS,1224,260,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,WGS 260 - WOMEN OF AFRICAN DESCENT IN GLOBAL PERSPECTIVE,"A global, cross-cultural survey of the lives and contributions of women of African ancestry.  Emphasis will be placed upon shared elements of African culture that, when impacted by colonialism and/or the Atlantic slave trade, resulted in similar types of resistance to oppression, and analogous cultural expression among the women of four locales-Africa, South America and The Caribbean, North America and Europe.  Theoretical methodologies, historical narrative, literature, demographic data, material culture, representations of self, and representations by others will be explored to illuminate/explain the: history, cultural artifacts, cultural retentions, and self-concept.",1,,Fall and Spring
WGS,1224,270,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Literary, Visual & Performing Arts",,WGS 270 - TOPICS IN WOMEN'S & GENDER STUDIES II,Current or specialized topics proposed by faculty or students and approved by the department.,.25 - 1,,Occasionally
WGS,1224,320,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Literary, Visual & Performing Arts",Writing Intensive,WGS 320 - MEN & MASCULINITIES:LITERARY PER,"Focuses on representations of men and masculinity in literary texts, although we may also look at film, video, television, advertising, and music.  Some of the issues we will be thinking about include: the construction of modern male identities, the diversity of men's lives, the complex dynamics of men's relationships, and questions of power and social justice within the contemporary gender order.",1,,Fall and Spring
WGS,1224,325,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,World Views & Ways of Knowing,Writing Intensive,WGS 325 - FEMINIST THEORIES,"Explores the diverse ways in which feminist theorists conceptualize women's status in society, systems of inequality and the category of ""woman"" itself. Students will gain an understanding of evolving ideas and debates in feminist theory, relate those to feminist practices, and develop their own theoretical abilities.  The course will address the social construction of gender, the relation between feminist theory and activism, and how feminists have responded to issues of race, class, gender, and sexuality in current feminist thinking, as well as the classic feminist texts.",1,PRE One WGS course [RQ5007],Fall and Spring
WGS,1224,343,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Behavioral, Social or Cultural Perspectives",Writing Intensive,WGS 343 - QUEER STUDIES,"This course serves as an introduction to the interdisciplinary field of queer studies, a critical approach to thinking about sexuality that emerged in academic and activist contexts in the early 1990's as a critique of normative models of sex, gender, and sexuality. This course will survey a cross section of queer thought, ranging from some of its earliest expressions by writers such as Foucault, Sedgwick and Butler to some of its contemporary manifestations and innovations (e.g., J.Jack Halberstam's Gaga Feminism: Sex, Gender, and the End of Normal). Note: While this course has no prerequisites, it is highly suggested that students have advanced writing and analytical abilities and a foundational WGS course.",1,,Occasionally
WGS,1224,350,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 350 - GENDER EQUITY IN THE CLASSROOM,This course examines theoretical writings on feminist pedagogy and also addresses practical issues related to teaching Women's and Gender Studies.  Participants will develop familiarity with  feminist pedagogies and their significance for the field of Women's and Gender Studies; interpret their own educational experiences within the context of feminist reflections on education; formulate their own philosophies of education; and develop and test pedagogical strategies for developing critical consciousness about social inequalities.,1,,Course is offered once a year.
WGS,1224,370,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,WGS 370 - TOPICS IN WOMEN'S & GENDER STUDIES III,"Current of specialized topics proposed by faculty of students and approved by the department.  Appropriate for students who have taken at least one lower level course in WGS, may have prerequisites.",1,,Occasionally
WGS,1224,373,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,World Views & Ways of Knowing,Writing Intensive,WGS 373 - WOMEN & SPIRITUALITY,"This course focuses on the intersections of feminism and spirituality, examines the experiences of women in a variety of spiritual traditions, and examines how worldview is shaped by historical context. The question of how feminists connect to, critique, transform, and remember spiritual experiences will be considered. The course explores several aspects of spirituality including language, ritual, and creativity; it also considers what happens when feminists alter, shape, retell and interpret rituals and traditions.",1,,Occasionally
WGS,1224,376,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender|Global,"Literary, Visual & Performing Arts",Writing Intensive,WGS 376 - GLOBAL WOMEN WRITERS,"Explores various literatures from around the world, encouraging students to examine the politics of gender, culture, and nation as well as the intersections of those systems of power.  The explorations will cover a large range of topics, from arranged marriages to women in war in a variety of geographical areas around the world, particularly focusing on non-Western literatures.  Common themes include feminist politics, post and neo/colonialisms, reproductive rights, translation, globalization, and activism.",1,,Fall and Spring
WGS,1224,470,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,WGS 470 - TPCS IN WOM'S & GENDER STUDIES,"Focuses on a special topic in Women's and Gender Studies.  This course may be repeated for credit, as topic changes.",1,,Fall and Spring
WGS,1224,498,UGRD,Writing Intensive,,,Writing Intensive,WGS 498 - SENIOR SEMINAR: METHODS & THEORY,"This course is the capstone course for the Women's and Gender Studies major. Students are expected to use the expertise gained from their previous WGS courses to research and write their senior theses. Drawing on the methodologies and theories learned in previously taken courses, students work in a small focused seminar that not only emphasizes their own work but also constructively critiques the work of their peers. Students will produce a research paper (25+ pages) applying feminist theories and methodologies. In addition, they will share their work with other students, providing analysis and critiques of one another¿s papers in progress.",1,WGS 325 is a prerequisite [RQ127],Fall and Spring
WGS,1224,499,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Community Based Learning|Gender,"Behavioral, Social or Cultural Perspectives",Writing Intensive,WGS 499 - WOMEN'S LEADERSHIP & SOC CHANGE,"In this W.I.L.L. capstone seminar course, students will experience the interfaces between empirical knowledge and social policies through selecting, organizing, and implementing a class activism project.  This course is the culmination of the W.I.L.L.  Program in which students will expand and enhance their leadership skills using acquired strategies and tactics to influence social, political, or economic change.",1,WGS 200 and WGS 325 is a prerequisite [RQ131],Spring
WLC,1224,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,WLC 171 - INTRODUCTION TO THE LANGUAGES OF THE WORLD,"This course will survey the major language families of the world and examine the relationships among them. We will study their geographic location past and present, migration patterns of their speakers, typological differences among languages, the relationship between language and culture, and the origins of the world¿s written scripts. The course will examine the relationship between language and dialect, the reasons why languages change, how languages influence each other, how new languages are formed, and how languages decline and die. We will look at the components of language such as the sound system, the grammatical apparatus, vocabulary and examine how these components can change over time.",1,,Occasionally
WLC,1224,321,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,WLC 321 - INTRO HISTORICAL LINGUISTICS,"This course will introduce basic concepts of historical linguistics with a focus on the development of the Indo-European language family. Students will study examples of phonetic and phonological change, morphological change, syntactical change, lexical development, and the competition of centrifugal and centripetal forces in language communities. Students will study linguistic geography, the relationship of language and culture, the role of dialects, and linguistic register as factors in language change. Students will become familiar with the major language families of the world as they work on problems in historical linguistics and see the role of archaeology and history in historical linguistics. This course will contain a Languages across the Curriculum (LAC) component.",1,SPA 350 or SPA 372 or WLC 215 or LNG 202 is a prerequisite; or by permission of instructor. [RQ5204],Occasionally
WLC,1224,371,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|Race & Ethnicity,"Literary, Visual & Performing Arts",,WLC 371 - TOPICS IN FOREIGN LIT IN ENGLISH,Focuses on a different topic each semester.,1,,Occasionally
