SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
BIO,1218,171,UGRD,Liberal Learning Domains,Natural Science|Natural Science with Lab,BIO 171 - HUMAN FORM AND FUNCTION,"The form and function of the human body are highlighted to illustrate the interdependence of structure and function.  Evolution of these attributes are contrasted and explored.  The basic principles governing life, and the relationship of biology to other scientific disciplines and mathematics are explored, as are the influence of biology on society and the accompanying ethical issues.",1,,Spring
BIO,1218,172,UGRD,Liberal Learning Domains,Natural Science with Lab,BIO 172 - TOPICS IN INTRODUCTORY BIOLOGY,"An in-depth exploration of a focused topic of current interest in biology and society, designed for the non-science major.  Topics may vary from year to year.",1,,Occasionally
BIO,1218,201,UGRD,Liberal Learning Domains,Natural Science|Natural Science with Lab,BIO 201 - FOUNDATIONS OF BIOLOGICAL INQUIRY,"An inquiry-based introduction to fundamental concepts and  theories in biology  that we will explore  together as scientists. The course  utilizes case studies and data from the scientific literature to examine the concepts that weave  through three major themes: (1) What is life? Organization and  Flow of Information; (2) Evolution: Explaining Biodiversity; and (3) Biological Systems. Students are expected to engage with material presented during class to gain a deep understanding of the course goals, to develop critical  thinking skills to apply to new  problems, and  to use the scientific method to investigate biological  phenomena. Throughout the semester, students will have the opportunity to conduct novel research  in a laboratory setting. This course is designed for biology  majors, but is open  to students in other  majors who seek a rigorous background in biology.",1,,Fall and Spring
BIO,1218,211,UGRD,Liberal Learning Domains,Natural Science|Natural Science with Lab,BIO 211 - CELL BIOLOGY AND BIOCHEMISTRY,"Restriction: Open only to biology majors in the spring (open to all majors in the fall). An introduction to the nomenclature, origin, and function of essential molecules and cellular components of living organisms. Structural and functional characteristics of various eukaryotic cells demonstrate that the molecular and cellular levels of organization are intimately integrated.",1,"BIO 201 (C- or better), and CHE 201, are prerequisites. This class is only open to biology  majors in the spring (open to all students in the fall).  [RQ5073]",Fall and Spring
BIO,1218,221,UGRD,Liberal Learning Domains|Writing Intensive,Natural Science|Natural Science with Lab|Writing Intensive,BIO 221 - ECOLOGY AND FIELD BIOLOGY,"An introduction to modern ecology.  The interactions that determine the distribution, abundance, and function of organisms, populations, and species are examined both theoretically and practically within an evolutionary context.  Topics covered include physiological ecology, optimization theory, natural selection, population biology, species interactions, community relationships, and ecosystem dynamics.  Laboratory and field activities emphasize quantitative and experimental approaches to the study of ecology. *Field trips may be required at the student¿s expense.",1,PRE BIO 201 & WRI 102 & (MAT 120 or MAT 127) are prerequisites [RG#5659],Fall and Spring
BIO,1218,231,UGRD,Liberal Learning Domains,Natural Science|Natural Science with Lab,BIO 231 - GENETICS,"Introduction to the major concepts of genetics and inherited variation; the nature, distribution, and expression of heredity information in representative plants and animals.  Laboratory will emphasize analytical approaches used in genetic studies.",1,BIO 211 is a prerequisite [RQ338],"Fall, Spring and Summer"
BIO,1218,393,UGRD,Liberal Learning Domains,Natural Science,BIO 393 - INDEPENDENT RESEARCH IN BIOLOGY I,"A hands-on research experience conducted under the supervision of a research mentor. This experience culminates in the production of a final product, the specific details of which are at the discretion of the advisor. Examples of appropriate final products include, but are not limited to, significant data analysis, a paper or a poster. All final documents must be archived by the Department of Biology. May be taken for credit more than once. Only one course unit of research courses (BIO 393, 394, 399, 493, 494) can count as a biology option course.",.25 - 1,"BIO 185 or BIO 201, with a grade of C- or higher, is a prerequisite [RQ337]",Fall and Spring
BIO,1218,495,UGRD,Writing Intensive,Writing Intensive,BIO 495 - INDEPENDENT RESEARCH IN BIOLOGY CAPSTONE,"Prerequisites: Completion of at least one course unit of BIO 493/494 under the same instructor and a minimum overall GPA of 2.5  May substitute for BIO 498/Biological Seminar as the capstone course, but not as a biology option course.  Pursuit of an original research project under the direction of a supervising professor.  Results and conclusions serve as the basis of an oral or poster presentation to faculty and students as well as a written paper that has gone through multiple drafts and submitted to the faculty mentor and archived by the Department of Biology.  Students should enroll in this course during their final semester of independent research.",1,BIO 493 or BIO 494 is a prerequisite.  [RQ#5616],Fall and Spring
BIO,1218,496,UGRD,Writing Intensive,Writing Intensive,BIO 496 - HONORS INDEPENDENT RESEARCH IN BIOLOGY CAPSTONE,"Prerequisites: Completion of at least one course unit of BIO 493/494 under the same instructor and a minimum overall GPA of 2.5  May substitute for BIO 498/Biological Seminar as the capstone course, but not as a biology option course.  Only for students in college-wide honors program or pursuing honors in biology.  Pursuit of an original research project under the direction of a supervising professor.  Results and conclusions serve as the basis of an oral or poster presentation to faculty and students as well as a written paper that has gone through multiple drafts and submitted to the faculty mentor and archived by the Department of Biology.  Students should enroll in this course during their final semester of independent research.",1,BIO 493 or BIO 494 is a prerequisite.  [RQ#5616],Fall and Spring
BUS,1218,200,UGRD,Writing Intensive,Writing Intensive,BUS 200 - LEGAL & REGULATORY ENVIRONMENT,"An examination of the legal environment of business, particularly as it relates to the competing interests of a business' various stakeholders. Current events, the lawmaking process, public policy issues, business ethics, and the role and functioning of the corporation are the major foci of this course.  This is a sophomore-level School of Business writing course.",1,Reserved for the School of Business students [RQ471],Fall and Spring
