SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
SOC,Spring 2022,320,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,"SOC 320 - COMMUNITY, CITY, AND SUBURB","This course examines the sociological concept of community and then applies it in two modern contexts:  the city and the suburb.  Studies of the city attend to current urban problems, such as de-industrialization, poverty, crime, globalization, migration, and urban environmental problems.  The suburbs are addressed in terms of cultural homogenization, isolation, segregation, and sprawl. The study of cities and suburbs emphasizes race and ethnicity as prominent features in shaping culture and landscapes in the United States.",1,,Occasionally
SOC,Spring 2022,335,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,"SOC 335 - COURTSHIP, MARRIAGE AND FAMILY","Comparative analysis of familial institutions. Historical development of the Western family; sex/gender roles, intrafamilial interaction; child-rearing patterns.",1,,Occasionally
SOC,Spring 2022,340,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,"SOC 340 - CLASS, STATUS, AND POWER","Class, status, and power inequalities are seen as prevailing conditions of modern societies.  Critical, interpretive, and functional analysis are examined within a comparative and historical framework.  A hierarchal analysis of life-styles cluster will occur as they relate to each other and the larger society in general.",1,,Occasionally
WGS,Spring 2022,167,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,Social Change in Historical Perspectives,,"WGS 167 - GENDER, US HISTORY AND FILM","More than any other medium, the motion pictures fostered new ideals and images of modern womanhood and manhood in the United States.  Film also  interpreted current and historical events and forged historical interpretations and quite a few historical myths or ""truisms"".  Through the twentieth century, gender representations on the screen bore a complex relationship to the social, economic, and political transformations marking the lives and consciousness of American men and women.  This course explores the history of American gender in the 20th century through film.  It treats the motion pictures as a primary source that, juxtaposed with other  kinds of historical evidence, opens a window onto gendered work, leisure, sexuality, family life, and politics.  We will view how Hollywood has shaped not only our historical perceptions,but also our gendered expectations.",1,,Occasionally
WGS,Spring 2022,200,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,"WGS 200 - INTRO TO WOMENS, GENDER, & SEXUALITY STUDIES","The preliminary course to the interdisciplinary field of Women's and Gender Studies.  It will provide students with an introduction to the literature and the historical evolution of the discipline, as well as an understanding of how scholars and students in the field analyze women, gender, and feminist theories.  It will use an interdisciplinary approach to do this.  This introductory course encourages students to rethink and reevaluate much of what they have experienced and learned and to gain the critical vocabulary and analytic skills to question the gendered world in which they live.",1,,Fall and Spring
WGS,Spring 2022,210,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,"WGS 210 - WOM & HEALTH: POWER, POL & CHNG","This course concerns the domain of women's bodies and the on-going struggle for sovereignty therein.  Students will examine how in addition to pathophysiology, women's health is impacted by social constructs, specifically history, politics, economics, and research.  As a result of this exploration, students will enhance their ability to care for themselves and for others, to use and understand power and empowerment of self and others, and to advocate and to be an activist for themselves and for others.",1,,Spring
WGS,Spring 2022,314,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains|Writing Intensive,Gender,"Literary, Visual & Performing Arts",Writing Intensive,"WGS 314 - WOMEN'S AUTOB, DIARIES & LETTERS","An examination of women's autobiographical literature throughout many different time periods.  Drawing from a wide spectrum of primary and manuscript sources, we will study such representative works as 17th century Puritan women's Indian captivity narratives, 18th century cross-dressed women's Revolutionary War memoirs, 19th century slave narratives, Victorian maidservants' journals, women's pioneer diaries of westward migration and expansion, and 20th century women's ""fictional autobiographies."" The reading of these sources will be accompanied by rigorous research of secondary texts, incorporating the study of gender, history, and culture in relation to the primary works.  Ultimately, the class will explore the contemporary and rising field of autobiographical literary criticism, applying many theoretical perspectives to this ever-expanding corpus of women's literature and life-writing across the ages.",1,,Spring
AAH,Spring 2022,101,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,AAH 101 - ART HIST I: CAVES TO CATHEDRALS,"An introduction to the history of art through the examination of major monuments of western architecture, painting, sculpture, and minor arts from prehistoric times to the beginning of the Renaissance.  Emphasis is placed on art created for or by the dominant cultural centers of civilizations falling within this timeframe.",1,,Fall and Spring
AAH,Spring 2022,102,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,AAH 102 - ART HIST II:RENAISSANCE TO REVOL,"An introduction to the history of art through the examination of major monuments of Western architecture, painting, sculpture, and minor arts from the beginning of the Renaissance to the 1848 French Revolution.  Emphasis is placed on art created for or by the dominant cultural centers of civilizations falling within this timeframe.",1,,Fall and Spring
AAH,Spring 2022,201,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,AAH 201 - ART OF GREECE,"The course will deal with major monuments of Greek architecture, painting, sculpture, and minor arts from the Bronze Age through the Hellenistic Period. The emphasis will be on developments in Athens, the Peloponnesus and the mainland but monuments of art and architecture in Magna Graecia, Asia Minor, and the Greek islands will be included as well. Major emphasis will be placed on the principal forms of Greek art and architecture, with their stylistic development and social context. Students will also be introduced to questions of production and trade, as well as the religious, political, and social roles of Greek art. Different archaeological theories and interpretations and their relationship to Greek art and architecture will also be included. Slide lectures, museum trips, and critical and theoretical texts will be used to illustrate and illuminate the meanings and purposes of Greek art and architecture of this important period.",1,Reserved for off campus RN to BSN Students RQ#5823],Occasionally
AAH,Spring 2022,202,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,AAH 202 - ART OF ROME,"The course will deal with major monuments of Roman architecture, painting, sculpture, and minor arts.  The emphasis will be on developments in Rome, Pompeii, and central Italy.  Monuments of art and architecture of the European, Eastern, and African provinces of the empire will also be included.  Major themes will include the development of Rome from a primitive village to a world capital; the revolution in architectural form made possible by the Roman use of concrete and of arch and vault construction; Pompeian and Roman wall painting; Roman portrait and historical relief sculpture; and the political and social roles of Roman art.",1,,Occasionally
